altura_cm,habilidades,nome,numero,peso_kg,proximas_evolucoes,tipos,url
1.4 m (4′07″),"[{'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Mold Breaker', 'desc': 'Moves can be used regardless of abilities.', 'efeito': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves."", 'url': 'https://pokemondb.net/ability/mold-breaker'}]",Sawk,539,51.0 kg (112.4 lbs),,Fighting,https://pokemondb.net/pokedex/sawk
0.3 m (1′00″),"[{'nome': 'Swarm', 'desc': 'Ups BUG moves in a pinch.', 'efeito': ""Swarm increases the power of Bug-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/swarm'}, {'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]",Sewaddle,540,2.5 kg (5.5 lbs),"[{'numero': 541, 'nome': 'Swadloon', 'url': 'https://pokemondb.net/pokedex/swadloon'}, {'numero': 542, 'nome': 'Leavanny', 'url': 'https://pokemondb.net/pokedex/leavanny'}]","Bug, Grass",https://pokemondb.net/pokedex/sewaddle
0.5 m (1′08″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Hydration', 'desc': 'Heals status problems if it is raining.', 'efeito': 'A Pokémon with Hydration will cure itself of any status conditions during rain, at the end of each turn. This includes self-inflicted conditions such as from using Rest.', 'url': 'https://pokemondb.net/ability/hydration'}, {'nome': 'Water Absorb', 'desc': 'Changes water into HP.', 'efeito': 'A Pokémon with Water Absorb heals 1⁄4 of its maximum HP when hit by a Water-type attack.', 'url': 'https://pokemondb.net/ability/water-absorb'}]",Tympole,535,4.5 kg (9.9 lbs),"[{'numero': 536, 'nome': 'Palpitoad', 'url': 'https://pokemondb.net/pokedex/palpitoad'}, {'numero': 537, 'nome': 'Seismitoad', 'url': 'https://pokemondb.net/pokedex/seismitoad'}]",Water,https://pokemondb.net/pokedex/tympole
1.3 m (4′03″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Mold Breaker', 'desc': 'Moves can be used regardless of abilities.', 'efeito': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves."", 'url': 'https://pokemondb.net/ability/mold-breaker'}]",Throh,538,55.5 kg (122.4 lbs),,Fighting,https://pokemondb.net/pokedex/throh
1.5 m (4′11″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Poison Touch', 'desc': 'May poison targets when a Pokémon makes contact.', 'efeito': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}, {'nome': 'Water Absorb', 'desc': 'Changes water into HP.', 'efeito': 'A Pokémon with Water Absorb heals 1⁄4 of its maximum HP when hit by a Water-type attack.', 'url': 'https://pokemondb.net/ability/water-absorb'}]",Seismitoad,537,62.0 kg (136.7 lbs),,"Water, Ground",https://pokemondb.net/pokedex/seismitoad
1.4 m (4′07″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}]",Conkeldurr,534,87.0 kg (191.8 lbs),,Fighting,https://pokemondb.net/pokedex/conkeldurr
0.5 m (1′08″),"[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",Petilil,548,6.6 kg (14.6 lbs),"[{'numero': 549, 'nome': 'Lilligant', 'url': 'https://pokemondb.net/pokedex/lilligant'}, {'numero': 549, 'nome': 'Lilligant', 'url': 'https://pokemondb.net/pokedex/lilligant'}]",Grass,https://pokemondb.net/pokedex/petilil
0.5 m (1′08″),"[{'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}, {'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]",Swadloon,541,7.3 kg (16.1 lbs),"[{'numero': 542, 'nome': 'Leavanny', 'url': 'https://pokemondb.net/pokedex/leavanny'}]","Bug, Grass",https://pokemondb.net/pokedex/swadloon
1.2 m (3′11″),"[{'nome': 'Swarm', 'desc': 'Ups BUG moves in a pinch.', 'efeito': ""Swarm increases the power of Bug-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/swarm'}, {'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]",Leavanny,542,20.5 kg (45.2 lbs),,"Bug, Grass",https://pokemondb.net/pokedex/leavanny
0.6 m (2′00″),"[{'nome': 'Hustle', 'desc': 'Trades accuracy for power.', 'efeito': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%."", 'url': 'https://pokemondb.net/ability/hustle'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Hustle', 'desc': 'Trades accuracy for power.', 'efeito': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%."", 'url': 'https://pokemondb.net/ability/hustle'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}]",Darumaka,554,37.5 kg (82.7 lbs),"[{'numero': 555, 'nome': 'Darmanitan', 'url': 'https://pokemondb.net/pokedex/darmanitan'}, {'numero': 555, 'nome': 'Darmanitan', 'url': 'https://pokemondb.net/pokedex/darmanitan'}]",Fire,https://pokemondb.net/pokedex/darumaka
1.2 m (3′11″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}]",Gurdurr,533,40.0 kg (88.2 lbs),"[{'numero': 534, 'nome': 'Conkeldurr', 'url': 'https://pokemondb.net/pokedex/conkeldurr'}]",Fighting,https://pokemondb.net/pokedex/gurdurr
0.7 m (2′04″),"[{'nome': 'Sand Rush', 'desc': 'Boosts the Pokémon’s Speed in a sandstorm.', 'efeito': ""Sand Rush doubles the ability-bearer's Speed during a sandstorm."", 'url': 'https://pokemondb.net/ability/sand-rush'}, {'nome': 'Sand Force', 'desc': 'Boosts certain moves’ power in a sandstorm.', 'efeito': 'Sand Force raises the power of Ground, Rock and Steel type moves by 30% during a sandstorm.', 'url': 'https://pokemondb.net/ability/sand-force'}, {'nome': 'Mold Breaker', 'desc': 'Moves can be used regardless of abilities.', 'efeito': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves."", 'url': 'https://pokemondb.net/ability/mold-breaker'}]",Excadrill,530,40.4 kg (89.1 lbs),,"Ground, Steel",https://pokemondb.net/pokedex/excadrill
0.6 m (2′00″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}]",Timburr,532,12.5 kg (27.6 lbs),"[{'numero': 533, 'nome': 'Gurdurr', 'url': 'https://pokemondb.net/pokedex/gurdurr'}, {'numero': 534, 'nome': 'Conkeldurr', 'url': 'https://pokemondb.net/pokedex/conkeldurr'}]",Fighting,https://pokemondb.net/pokedex/timburr
0.3 m (1′00″),"[{'nome': 'Sand Rush', 'desc': 'Boosts the Pokémon’s Speed in a sandstorm.', 'efeito': ""Sand Rush doubles the ability-bearer's Speed during a sandstorm."", 'url': 'https://pokemondb.net/ability/sand-rush'}, {'nome': 'Sand Force', 'desc': 'Boosts certain moves’ power in a sandstorm.', 'efeito': 'Sand Force raises the power of Ground, Rock and Steel type moves by 30% during a sandstorm.', 'url': 'https://pokemondb.net/ability/sand-force'}, {'nome': 'Mold Breaker', 'desc': 'Moves can be used regardless of abilities.', 'efeito': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves."", 'url': 'https://pokemondb.net/ability/mold-breaker'}]",Drilbur,529,8.5 kg (18.7 lbs),"[{'numero': 530, 'nome': 'Excadrill', 'url': 'https://pokemondb.net/pokedex/excadrill'}]",Ground,https://pokemondb.net/pokedex/drilbur
0.9 m (2′11″),"[{'nome': 'Unaware', 'desc': 'Ignores any change in ability by the foe.', 'efeito': 'Ignores any stat changes in the Pokémon.', 'url': 'https://pokemondb.net/ability/unaware'}, {'nome': 'Klutz', 'desc': 'The Pokémon can’t use any held items.', 'efeito': ""The Pokémon can't use any held items."", 'url': 'https://pokemondb.net/ability/klutz'}, {'nome': 'Simple', 'desc': 'The Pokémon is prone to wild stat changes.', 'efeito': 'The Simple ability doubles the number of stages of all stat changes. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each.', 'url': 'https://pokemondb.net/ability/simple'}]",Swoobat,528,10.5 kg (23.1 lbs),,"Psychic, Flying",https://pokemondb.net/pokedex/swoobat
1.1 m (3′07″),"[{'nome': 'Healer', 'desc': 'May heal an ally’s status conditions.', 'efeito': ""May heal an ally's status conditions."", 'url': 'https://pokemondb.net/ability/healer'}, {'nome': 'Regenerator', 'desc': 'Restores a little HP when withdrawn from battle.', 'efeito': 'A Pokémon with Regenerator restores 1⁄3 of its maximum HP when switching out.', 'url': 'https://pokemondb.net/ability/regenerator'}, {'nome': 'Klutz', 'desc': 'The Pokémon can’t use any held items.', 'efeito': ""The Pokémon can't use any held items."", 'url': 'https://pokemondb.net/ability/klutz'}, {'nome': 'Healer', 'desc': 'May heal an ally’s status conditions.', 'efeito': ""May heal an ally's status conditions."", 'url': 'https://pokemondb.net/ability/healer'}]",Audino,531,31.0 kg (68.3 lbs),,Normal,https://pokemondb.net/pokedex/audino
1.1 m (3′07″),"[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}, {'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Hustle', 'desc': 'Trades accuracy for power.', 'efeito': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%."", 'url': 'https://pokemondb.net/ability/hustle'}, {'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",Lilligant,549,16.3 kg (35.9 lbs),,Grass,https://pokemondb.net/pokedex/lilligant
